y	y_hat	y_index
69.9835616438356	73.68407214846557	0
72.5561643835616	73.66050918116404	1
71.3616438356164	73.65560551972466	2
75.8780821917808	73.6245491589564	3
71.2671232876712	73.61269335748307	4
61.0808219178082	73.60932946844949	5
70.3369863013699	73.62934401097826	6
66.4616438356164	73.62928613432172	7
75.8643835616438	73.62370261379786	8
69.1876712328767	73.61986531700447	9
77.5616438356164	73.63287963496724	10
59.7616438356164	73.61815988565834	11
64.9753424657534	73.60162543862779	12
74.3616438356164	73.64460873273077	13
64.4315068493151	73.62942360362102	14
56.4835616438356	73.57890138444407	15
79.4849315068493	73.56888297497702	16
73.6328767123288	73.56801965870635	17
84.5356164383562	73.61490269263913	18
69.3849315068493	73.61231332945226	19
71.1561643835616	73.60689342721446	20
81.0643835616438	73.56694744819224	21
79.0342465753425	73.56855752621307	22
71.7452054794521	73.55799714460518	23
70.1068493150685	73.56859199171925	24
85.2808219178082	73.58063332110048	25
77.3808219178082	73.57465448642105	26
74.8452054794521	73.62752137030074	27
57.6315068493151	73.61164657566027	28
71.5794520547945	73.63282560407947	29
69.5534246575342	73.66398043666021	30
71.3808219178082	73.66708962226016	31
60.6616438356164	73.65234419138343	32
75.8890410958904	73.53726059998898	33
85.7260273972603	73.52060659709373	34
75.7424657534247	73.53977207219013	35
65.2657534246575	73.61521606462135	36
77.6616438356164	73.63029667619764	37
67.958904109589	73.62600425998751	38
78.6	73.55866473380995	39
85.3780821917808	73.55733055990918	40
72.2452054794521	73.5527139657418	41
67.9479452054795	73.61553675158302	42
70.086301369863	73.61196850270879	43
82.17005428820563	73.64427050672141	44
64.7698630136986	73.61187731900758	45
77.7643835616438	73.621100910337	46
60.7616438356164	73.61646413822052	47
67.9671232876712	73.60373216539001	48
84.1506849315069	73.63166844380525	49
67.5671232876712	73.59988137740801	50
86.3630136986301	73.57500258185978	51
82.672602739726	73.57823935075992	52
71.6808219178082	73.56371102659278	53
63.0808219178082	73.6580336976606	54
61.558904109589	73.62923656882063	55
61.9958904109589	73.66219480138328	56
72.7013698630137	73.56896664782546	57
77.8342465753425	73.57605738236829	58
79.7643835616438	73.57479377934386	59
66.4260273972603	73.67040359912501	60
63.7506849315068	73.65324778822844	61
62.258904109589	73.65463230120334	62
89.5835616438356	73.65193324681505	63
67.7328767123288	73.6135132303143	64
61.5369863013699	73.62630340955003	65
79.8520547945206	73.58891590391697	66
90.2561643835616	73.57543314142588	67
71.058904109589	73.56123221430873	68
65.8616438356164	73.62833744908168	69
73.2753424657534	73.62668517537988	70
79.3780821917808	73.61589873280352	71
71.727397260274	73.67102091650631	72
71.8561643835616	73.66335909598686	73
66.3780821917808	73.64284498987598	74
68.0479452054795	73.6306836969735	75
81.6397260273973	73.62239239727755	76
68.2753424657534	73.6324668902073	77
72.1260273972603	73.61166918442339	78
82.5109589041096	73.61168962679089	79
60.6205479452055	73.6116265074183	80
71.9671232876712	73.67611295124009	81
69.7095890410959	73.66743218949634	82
69.2260273972603	73.64368457059928	83
75.2835616438356	73.53827628011749	84
75.2424657534247	73.52149145609329	85
74.1780821917808	73.54174018438408	86
63.9821917808219	73.62575951470069	87
78.2808219178082	73.62509866553852	88
65.772602739726	73.62884634602466	89
72.63989854950165	73.55705231715211	90
82.0780821917808	73.55729319494415	91
78.1698630136986	73.55927843408112	92
83.8205479452055	73.54699979057024	93
75.0342465753425	73.53649975806955	94
77.4808219178082	73.55485818834424	95
73.9808219178082	73.53934491960821	96
84.0424657534247	73.54643097292478	97
75.572602739726	73.54201108881769	98
88.2561643835616	73.57739675908708	99
72.158904109589	73.54181331604836	100
75.7808219178082	73.55661928538008	101
80.8287671232877	73.55673506403359	102
75.1794520547945	73.54585180363068	103
80.1808219178082	73.52621448785122	104
78.986301369863	73.57033588985824	105
72.2095890410959	73.56837467825366	106
78.9657534246575	73.55796591626941	107
83.9095890410959	73.55629686373094	108
77.3616438356164	73.53567207500647	109
79.1082191780822	73.53099734303858	110
74.4616438356164	73.56891759760524	111
