mae_mean	mae_single
4.2644774280202675	4.597425092915949
4.769861094755792	4.770422051822882
4.2514578089793895	4.337911556040173
4.504102427479647	4.48350671875706
4.665125228508752	4.657817581511592
4.486893180167353	4.728915516415807
4.1442259367997885	4.316921244465629
4.439481177652563	4.380146815829823
4.290740176141288	4.322432719526742
4.928316931453773	4.893587145993738
3.911238519045532	4.008787359325014
4.031642516065739	4.094399426191017
4.177489179937621	4.148205062902994
4.43834703421534	4.499679582734966
4.676993583726303	4.760462738222038
4.718378371276228	4.738679745852559
4.619822213270256	4.639685409867984
4.006388349662264	4.002040909871324
4.704774439310379	4.68217820645305
4.537941629083311	4.4973117895255
4.567803506121889	4.610065684187936
5.083579353760303	5.083579353760303
4.418705697547737	4.607908164963101
4.907712535944897	4.850940484534798
4.205152505853743	4.19947413444174
4.185694914436807	4.202774111910192
4.445498513441398	4.481025430375395
4.722674908238461	4.794572562037788
4.4724796513146	4.452867191174175
4.643131284740137	4.643131284740137
4.423541807262491	4.435341658137854
4.3335790630381865	4.480613918403785
4.640615342958835	4.660468708305702
5.074198578553972	5.0189783411697615
4.471140447195073	4.626833707468397
4.821617469947058	4.9870693561908155
4.800460889304534	5.047166711952735
4.4167136361310355	4.449670875630019
4.334570692298197	4.614483296617979
4.157849472480294	4.185927867477997
4.5314429651640715	4.5309544722201105
5.032870983681946	5.032870983681946
4.190467123337051	4.070829663974509
4.616462878646606	4.769216560423215
4.4685743992047415	4.5465165321527055
4.794026166153214	4.762665125701632
5.0071402851976865	4.930785106492643
4.844618149781861	4.833774362274622
4.269863976098161	4.269863976098161
4.886466697743234	4.889074774089823
4.331360258445283	4.306310322706034
5.102028917792464	5.102028917792464
4.480376181209361	4.487597709765232
4.187238315152163	4.1256399770147665
4.79424130717039	4.890834485932643
5.072726092873571	5.034545093537171
4.735745809236474	4.6884221170271365
4.382232130878416	4.612338096115627
4.527739309822601	4.6307977936904114
4.0080596411301785	4.033056812996363
4.744386744343139	4.782552709046075
4.176978190017031	4.1630375129413615
4.472863685612694	4.474134699261425
4.73848067603545	4.646031493552018
4.588155078708387	4.671530714416801
4.453259664552948	4.552804333152224
4.341173007621833	4.620322443389148
5.0653684855424785	5.060124326677993
4.5906166966330115	4.573548342808761
4.267268074906014	4.612873660858958
4.974900568542366	5.0050266073131775
4.69135749469485	4.69135749469485
5.091369243342001	5.1659030365442336
4.862510973907049	4.841371611554419
4.390208261224418	4.37216844375856
4.5857526578457195	4.589226069295309
4.696762375638466	4.737928137759522
4.465611150698801	4.430609698056276
4.320848071568086	4.568756926966367
4.69672898615601	4.8555917497274494
4.394871467692394	4.640876671199767
4.021920357646625	3.955721513793798
4.8187138025841465	4.8187138025841465
4.430024021648415	4.321480437248241
4.0056430015247	4.1192828040049205
4.063182171493159	4.041256429211747
