mae_mean	mae_single
1.5815313184173572	1.6397266410538265
1.7896814923997535	1.924346255743065
3.210488025842295	3.353940580189255
3.536957108651592	4.603298268420981
8.228964225561327	8.443016912729282
7.265680439283197	6.917155817055378
3.385567872356271	3.629035847214297
3.8245162623052664	3.673171613368273
2.5510180559230995	2.8371511260385254
6.325639842970692	5.671417265716296
3.4864740916867256	4.981526967682787
6.036510211956549	5.784296778687363
3.325932475054387	3.7096156584424875
6.9625466247969525	6.954692305910815
4.591292474286685	4.600632212771032
4.223085114168977	4.486924591662849
2.487538608392162	2.6278942128120852
1.304444661703613	1.3658155667076766
5.567400734306699	6.154871923956404
4.541256078647436	5.541478955045491
4.4864777559840165	5.176417297046602
6.350751554319352	6.910811778332627
7.467624158567517	7.624384814737605
6.132177179235683	5.850344606550872
2.9247772808381236	3.0595199954980408
7.953485420658552	8.040834542653457
4.599954844189914	4.326057360686117
0.8432633828494147	0.8915557447557347
1.8311033636735203	1.5092761598498186
5.1420031586855615	5.481836170426644
4.078517138068094	4.181278836284321
9.186034492855754	9.578737101304512
2.686916763049586	2.2555002789453433
3.1705177579687245	2.7651560950980447
4.0536477888084805	4.715144975256398
4.236701826578542	3.731838799863193
2.8933143163178037	2.70506575303582
4.430348206839089	3.9849595249278926
6.094446905902885	6.171639115050151
3.9384751828880695	3.7220157336204713
3.8879399378698736	3.2714570567580665
3.5185593520772045	3.253473893659551
3.0907535564845667	2.7321142146068618
5.343796714493128	5.945244031172763
2.901137500299432	2.264540405996911
2.5013134562986514	3.541990792257579
5.416651176843099	4.934454151815221
8.278869452721297	9.210127454871825
5.177599397475295	4.2457014509899835
2.501562809237219	2.7129696312661338
1.4652658352169443	2.299783691346164
4.452636557494604	4.595023938718995
3.4967393570044436	3.275328800925019
6.181624553503113	6.279982785505131
1.529932805274915	1.3994270854396784
2.504157644927787	2.4428564087789035
7.79590111181363	6.259537914289287
4.217820317949669	4.253098254078917
3.9218404374051326	4.120314225342018
2.340626905130172	0.5817803271137455
3.5802588160069697	3.959730718975256
1.9759572727144434	1.9606287188361147
6.333203204364239	5.854608134535018
6.05527367764176	7.073825236272644
5.199591357322736	5.298420633422221
5.362897447976309	5.237399228563935
5.721821963110419	4.804809590895776
4.7419831121130995	4.270645557458242
4.517928291001837	4.404123403444568
5.077536653597538	4.827424898505266
3.79928558091702	5.254910090176267
2.666566050248335	3.262401794847136
4.321725076083794	3.794110257927059
1.1054270974318048	1.5572279447538004
2.2100866465976026	2.287466367661063
3.5645058025710576	3.595897404109825
1.2108895412487375	0.9887487383974852
5.8845627224434764	4.836051679745793
8.616280106261149	10.249043511928406
4.358902913077799	4.257947092148214
3.785495514072674	3.517617994082395
3.970685804828657	3.8829579736673594
4.061538146640736	4.756834003977173
0.8542843171050075	0.8509458141593788
5.666299033797583	4.79073451000684
2.0984386199105622	2.5861386715991492
3.559472463822653	3.6508024805350394
8.43357792976038	8.276298000834734
3.5468527289262872	3.4302721784210064
7.070716294522458	7.676094630607771
4.826115454450772	4.107618730560641
4.583379584406226	4.532903477430954
6.438386489617973	6.597113588134822
5.152599504577528	5.178110761609797
2.3396433400229975	3.195903715713745
12.988335935494282	12.911213581387718
1.6412203133475838	0.8059969067787401
5.054352796412758	4.620389858530312
3.8772426705400513	3.7861748558432566
9.07700390819035	9.536311597702534
3.715093904497858	3.8236451586275564
5.737812903435651	5.0564891281468105
3.493958744130628	2.996696165473651
4.083444812190938	3.9249433379806646
5.501997486426153	5.551426280603167
6.585520286105876	6.536264366243581
4.080956273177018	4.63179050120912
5.538648051875725	5.110724111391609
1.16839977796446	1.6881891388222126
6.0453401128653	5.957660440211399
3.0359914818688956	2.8805376614371503
5.17785386308869	5.489289607119939
3.4540688678693576	3.347521268779024
8.646373947169712	8.36066088125673
3.020584386960356	3.5850443121332867
6.887639780170052	6.7985820085905955
3.679490323756402	4.273659673727617
1.5124425624995343	1.409866363682956
5.031677940008613	4.756222300956398
2.0776543566301817	2.0156201732390144
6.645108066001775	6.704871245400646
4.391713867067684	4.123592859811159
3.4753405512349524	4.042537638155022
4.502365090023247	5.0159872159582335
4.563004894625195	4.870996478984135
4.347905022089175	4.462830805138623
4.294327271240903	4.284785616475233
3.5996680166092716	3.512128546357791
6.010050725067771	5.893562196318537
4.188961509951795	4.671516260393645
1.564288911041724	1.4837097617852255
6.139680290971929	4.663997203082791
5.10720438602614	6.854286789803713
1.5846756505918147	1.9328935166590877
