mae_mean	mae_single
4.451743984511026	4.479023029865616
5.146240167897955	5.34434029507253
4.4535743510533425	4.227168883767248
4.940208263230076	5.067084702842924
4.855260380832584	4.876427662574864
4.77419226038954	4.817477605290639
4.289343074811913	4.297492561461095
4.672377795983877	4.8785701130509
4.961865753442317	4.918243963132769
4.567798384189426	4.9543175027360995
4.830649230501472	4.932667975082919
4.896395990050057	4.863966303614767
4.889342078937827	4.954031784038299
4.882194635923481	5.0884994719949
4.641893583868219	4.633563826530679
4.498261612570651	5.4172723735814605
4.592344250147008	4.471308518574102
4.330621892288425	5.039735182708299
4.903790136581627	4.6400320394548595
4.911097537448725	4.748890441929222
4.397974768785938	4.510263899024053
3.907538245476759	4.142215957953781
4.8749226805890915	4.967927677027153
4.249536963535008	4.324525416941933
5.088334363642126	4.980247326894873
4.853899408072378	4.8212485484966905
4.797050118290439	4.797050118290439
4.549204599849803	4.572845367017758
4.3389735679579955	4.375763481082755
4.715540313446962	4.6749354826971485
4.656201906829233	4.760847204088521
4.419821269277737	4.422397108492076
4.160318268109837	4.893431679957127
4.080148472176177	4.11492564312965
4.8451903295890295	4.792244894268882
4.638065882638518	4.566441972164781
4.5181253746468855	4.481164112867325
4.204596613557212	4.350622197672755
4.557917157541605	4.502025658727772
4.907691106801598	5.138960551925341
4.940077382811252	5.166567799770894
4.489493680629666	4.5120751551284215
4.119567357803103	4.607572133347553
4.594306208800689	4.494124161670962
4.895262552331448	4.904719759930309
5.001373629080086	4.939573538754322
4.429754922460747	4.486850407142806
5.088612363384719	5.095200452793148
5.308259804429998	5.0234286927061556
4.670124343015212	4.707633725184051
4.509371925950537	4.748777833376012
4.984885378731181	4.974827488413969
4.7169747060226985	4.702957109261738
4.92816487116132	5.006700738342343
4.74991141410834	4.774809489710169
4.482248803137257	4.583709373474743
4.063082627847519	4.050653899318836
4.534928589562924	4.723823099549781
4.642375365022543	5.064399064924399
4.928453868289004	4.93986376035335
4.563229651674053	4.563229651674053
4.71993699482768	4.737243469310347
4.758909261468939	4.712668325314024
4.658372257274577	4.7221312578925545
4.3215915588745775	4.320764473844888
4.403770275887715	4.424795171370723
4.60235739533401	4.480906964042641
4.629322195775396	4.55830175438526
4.880546345915827	5.069241696207291
5.1908342794817965	5.2025736701246394
4.435091659800207	5.3329845373356175
4.658926043582476	4.689349874344691
4.770365902127305	4.871918503603911
4.986950546307229	4.848350027193672
4.133768682755477	4.133768682755477
4.539980018418494	4.660035567917814
5.0770940898509105	5.0196175970686285
4.429859770256335	4.450416295137706
4.6917722034856295	4.517274120401634
3.8896578949770304	3.8816644895395775
4.829552052943793	4.853866879832404
4.853663073108121	4.9031990453976295
4.718790063728872	4.890943152550845
4.300124134068226	4.480154768507188
4.802394933587593	4.881719158860538
4.008101880961307	3.978870858101227
4.49933034822453	4.617186830759381
4.5539055849752685	4.528704824155019
4.403982456715769	4.334491776066853
4.940846198583346	4.931752923765057
4.384952374776114	4.338542354868989
4.089522992909369	4.169546134950233
4.987514082027252	4.929727677610228
4.7987865652941055	4.90573871037044
4.99000805027314	5.011511718453912
4.748623534009141	4.715896825311771
4.956513530863803	5.197760846529906
4.354324737118264	4.424409000432684
4.349220620627252	4.246727226951916
4.593306277648663	4.593306277648663
4.741529617320609	4.942497329635078
4.515084350678198	4.5394021175666825
4.427863307729526	4.467056668844691
4.496294013247901	4.4858630038053455
4.547262333016574	4.56643630472149
5.151220365904024	5.1738333508987235
4.30965040125461	4.243679461444717
4.454655551657592	4.51839488278983
4.989803287638966	5.269533411806644
5.176288320172859	5.234935913987831
4.174119504116319	4.162889094620591
4.48011424915938	4.2577366382604405
4.6952335720122305	4.808700080747443
4.989084385461413	4.969462019537696
4.230362099175851	4.540899206930256
4.507838552840842	4.447830489990879
5.231958265286735	5.185316001646979
4.998208947278923	5.002964948498534
4.690927967419481	4.76169912587128
4.492966581181336	4.4378757068868895
5.043163095762233	5.083332050396528
5.327160931411222	5.395973097107155
5.165564201955616	5.251347959973666
4.99169111756449	5.295240127826446
4.554289199033368	4.71869919408322
4.412457102312114	4.468697344460871
4.803501083400031	4.819370263910402
5.31237957054743	5.372791094914763
5.004685296015196	5.024568339743791
4.763788210767189	4.9964037032452016
5.08516063440238	5.045348548308949
4.799446920977557	4.739605027794949
4.889009539741904	5.3083782950636635
4.692862191013388	4.712465112223751
4.91569254992398	4.893629781158647
4.561450259509288	4.598028724601761
5.187939621714215	5.2087372961588585
4.908271390949608	4.8269246770816405
4.350954999662213	4.387481029782927
5.052559603962655	5.037218013800483
4.994048784507348	4.764154823627495
4.478065393051768	4.656091659260204
4.823339584825843	4.787637329988701
4.90510720122447	4.830005565385311
4.715057099998544	5.005514639477817
4.4786059774377085	4.501833799786772
4.78163765035992	4.799198426947399
4.215711210418485	4.1509951096073285
4.758361841630283	4.787097629565636
4.913074810670333	4.774370865092007
4.751358570901618	4.718110167558072
4.561626713559567	4.473971533993156
4.944225800171334	4.944225800171334
4.554243583616965	4.8022139403610495
4.9037402684676445	5.0976925101632515
4.4223545556040555	4.5096866018309205
4.929040720836456	4.891766206216659
4.959258122763317	4.9838665839207765
4.777515468423787	4.683096188499582
4.828172417419963	4.864991050789693
4.42724389417982	4.58805677124703
4.486859493170473	4.635304480623702
4.871291892606004	4.880986853838061
4.767790139889158	4.685601038649057
4.636854781236948	4.683679006237336
4.526935753630765	4.737612016328353
4.671916647640349	4.56768669166339
4.931062234027812	4.914648148539822
4.553731631422394	4.635844629406035
3.9553121090528114	3.9505525666201398
4.373697251657461	4.83098548027323
4.404882674597321	4.902063570263762
4.387966510064515	4.568799887484002
4.74970373662102	4.692786027272965
4.245813812750252	4.2464262530792976
5.048427378069334	5.261204939555206
4.428779520399294	4.503315689511003
4.758148429280189	4.693967849861384
4.133170333664592	4.136536000038354
4.373135813659124	4.481541837024203
4.508399620828177	4.474627983018788
4.513282562986593	4.513991548118326
4.233751892837122	4.215455754677938
4.793737008432263	4.434982997735256
5.0552726692631245	5.190331107106699
4.955193255920693	5.046620657355426
4.578964990936591	4.596906562999173
4.995284706707807	5.130048133512191
4.821887904429054	4.886530993742682
5.051351561738778	5.100989533296269
4.608822077952118	4.6911216838655925
4.96246654650515	5.3835667103390685
4.21501297679554	4.27358788536802
4.6084446791792475	4.564622371348302
4.978292151142061	4.986340996832443
4.642653499272622	4.93010507486497
4.423124572794157	4.465625245880906
5.034133132018587	4.811329441201177
4.537704026187266	4.6104081458568915
4.4750035060898	4.709886687623949
4.693823873503778	5.007647825651988
4.279464049629061	4.442161741652045
4.598791450133397	4.67764793914704
4.407407707502332	4.594684052636391
4.775280756498559	4.775280756498559
4.842224144070904	4.744372483747144
4.449639881390832	4.441631127618785
4.695318753662814	4.662384390337355
4.569584954647369	4.60464821745973
4.542629770545593	4.9302548002639215
4.681595482715356	4.779320240170702
4.840851161584922	4.840851161584922
4.848195247535932	5.002315755845486
4.3937849602324235	4.402187763465368
4.938465447193839	5.103868491501467
5.234575968124877	5.330483949536094
4.399880284372765	4.636834930692363
4.276685866441605	4.270046617154372
4.2514951164168595	4.304455425527789
4.508054831997975	4.770690655348098
5.051965683663753	5.171376368860803
5.0108265960913085	5.004876864725034
4.656837788006727	4.656837788006727
4.495957612041968	4.574806358139128
4.7782690999954625	4.624154930587557
4.6897589949570815	4.772193627433731
4.682888234397015	4.615321693613761
4.62694572105419	4.377252301769787
4.699140998589554	4.835911896141483
4.676892273454222	4.501415538824686
4.530197809527922	4.413236538950341
4.771554388684131	4.710714355947224
4.831425248075621	4.598247705150222
4.1468347122333835	4.179384845216953
4.584781307299562	4.599635351965534
4.28570823494758	4.555951357188516
4.452276754139225	4.479380103790746
4.450520151716812	4.447195194106122
4.688099682994587	4.659481235001303
5.030696829960178	4.9555770551337215
5.047875205016195	5.050327134479025
4.513116811076093	4.459732116027436
4.237963212016599	4.203376770434783
4.484336847811255	4.407505072635859
4.65541246215183	4.601016433781787
