y	y_hat	y_index
69.9835616438356	73.65476300794833	0
72.5561643835616	73.65269255820229	1
71.3616438356164	73.65128678837894	2
75.8780821917808	73.61298810635463	3
71.2671232876712	73.61162756061088	4
61.0808219178082	73.60994126537099	5
70.3369863013699	73.61067491103964	6
66.4616438356164	73.6111085424811	7
75.8643835616438	73.61098892425437	8
69.1876712328767	73.61010803101985	9
77.5616438356164	73.61242786265366	10
59.7616438356164	73.60879884943813	11
64.9753424657534	73.61017242371149	12
74.3616438356164	73.61250879559113	13
64.4315068493151	73.61072053807149	14
56.4835616438356	73.56863589959221	15
79.4849315068493	73.56795350039366	16
73.6328767123288	73.5694080654816	17
84.5356164383562	73.61014446355158	18
69.3849315068493	73.61091409151595	19
71.1561643835616	73.61017635211462	20
81.0643835616438	73.55556742018354	21
79.0342465753425	73.55525478892697	22
71.7452054794521	73.55554345134294	23
70.1068493150685	73.55406605546807	24
85.2808219178082	73.55676301891631	25
77.3808219178082	73.55510643507135	26
74.8452054794521	73.61256254932755	27
57.6315068493151	73.6104898890949	28
71.5794520547945	73.61214749402059	29
69.5534246575342	73.65516083269327	30
71.3808219178082	73.65316136847633	31
60.6616438356164	73.6558620520203	32
75.8890410958904	73.54154659711381	33
85.7260273972603	73.53719810214936	34
75.7424657534247	73.53784196998485	35
65.2657534246575	73.61143192454182	36
77.6616438356164	73.61158933661513	37
67.958904109589	73.61037679558632	38
78.6	73.55459999382559	39
85.3780821917808	73.55641110699732	40
72.2452054794521	73.55593236806827	41
67.9479452054795	73.61122258934141	42
70.086301369863	73.60997591289203	43
82.17005428820563	73.61085531918022	44
64.7698630136986	73.61118946666979	45
77.7643835616438	73.61121059350174	46
60.7616438356164	73.61069832968145	47
67.9671232876712	73.61164433457728	48
84.1506849315069	73.61164308341372	49
67.5671232876712	73.61164127621748	50
86.3630136986301	73.55549499422514	51
82.672602739726	73.55487775570192	52
71.6808219178082	73.5548497135554	53
63.0808219178082	73.65162131873925	54
61.558904109589	73.65097711023975	55
61.9958904109589	73.6523803115055	56
72.7013698630137	73.55399331646593	57
77.8342465753425	73.55511014946404	58
79.7643835616438	73.5564461528207	59
