y	y_hat	y_index
69.9835616438356	73.86637313103056	0
72.5561643835616	73.72871416450502	1
71.3616438356164	72.19700317363956	2
75.8780821917808	73.17805105289844	3
71.2671232876712	73.92588364157497	4
61.0808219178082	70.1087059520042	5
70.3369863013699	75.38197469958327	6
66.4616438356164	77.03381090436113	7
75.8643835616438	67.46346483938844	8
69.1876712328767	69.12918782920092	9
77.5616438356164	75.21885399989843	10
59.7616438356164	70.66268864312455	11
64.9753424657534	72.75660192639982	12
74.3616438356164	69.51334013282137	13
64.4315068493151	69.50859665444374	14
56.4835616438356	70.21246759955542	15
79.4849315068493	71.22686920699016	16
73.6328767123288	71.26320613851455	17
84.5356164383562	76.7629508019271	18
69.3849315068493	73.52240159056095	19
71.1561643835616	73.81079634546438	20
81.0643835616438	75.9347105910024	21
79.0342465753425	74.71595160493266	22
71.7452054794521	75.13219965265897	23
70.1068493150685	72.09559309093528	24
85.2808219178082	80.09089473096186	25
77.3808219178082	70.62707075114955	26
74.8452054794521	75.45637058456091	27
57.6315068493151	69.83760591549928	28
71.5794520547945	78.00524900571145	29
69.5534246575342	70.87124006231876	30
71.3808219178082	70.92844443616734	31
60.6616438356164	74.04398987651551	32
75.8890410958904	76.12375251238365	33
85.7260273972603	73.0268950348277	34
75.7424657534247	68.65255161471055	35
65.2657534246575	70.88829707219874	36
77.6616438356164	76.05284383557796	37
67.958904109589	69.88475441576901	38
78.6	72.65386268877458	39
85.3780821917808	75.15405902160101	40
72.2452054794521	70.29831011381346	41
67.9479452054795	72.2396671608683	42
70.086301369863	74.21530052809938	43
82.17005428820563	77.13761755674051	44
64.7698630136986	72.5259177601966	45
77.7643835616438	75.59489560266907	46
60.7616438356164	70.14327269913301	47
67.9671232876712	72.86524575709174	48
84.1506849315069	77.90010418014798	49
67.5671232876712	71.70240872581655	50
86.3630136986301	77.23781916245434	51
82.672602739726	76.2437483079657	52
71.6808219178082	69.43543876153426	53
63.0808219178082	77.0872881450647	54
61.558904109589	71.40499877069551	55
61.9958904109589	70.55551146822904	56
72.7013698630137	76.38750191140936	57
77.8342465753425	74.8599949343614	58
79.7643835616438	75.97332239261249	59
66.4260273972603	72.37010204588793	60
63.7506849315068	72.12931013063775	61
62.258904109589	66.33380341773045	62
89.5835616438356	84.6360335999222	63
67.7328767123288	78.54733259418441	64
61.5369863013699	75.99056275958694	65
79.8520547945206	71.76478581184254	66
90.2561643835616	80.15166308978162	67
71.058904109589	76.49637764126469	68
65.8616438356164	74.52857721342916	69
73.2753424657534	70.01347204348502	70
79.3780821917808	76.03696471180365	71
71.727397260274	70.50076956840554	72
71.8561643835616	77.95710836146284	73
66.3780821917808	72.74348000035337	74
68.0479452054795	68.39580773131108	75
81.6397260273973	76.01341815857671	76
68.2753424657534	78.58148437010632	77
72.1260273972603	81.0212632592543	78
82.5109589041096	75.46652780896723	79
60.6205479452055	69.26749851900487	80
71.9671232876712	74.65047187085187	81
69.7095890410959	71.75037506591437	82
69.2260273972603	73.22247867932977	83
75.2835616438356	70.77731147316508	84
75.2424657534247	71.15224160967233	85
74.1780821917808	72.82216878579186	86
63.9821917808219	72.53252590880031	87
78.2808219178082	75.80847431176058	88
65.772602739726	74.18399815248259	89
72.63989854950165	71.28115493723925	90
82.0780821917808	73.7663174430933	91
78.1698630136986	70.09067032834517	92
83.8205479452055	75.33343513017252	93
75.0342465753425	78.97066040823215	94
77.4808219178082	72.29690201634207	95
73.9808219178082	68.26499665837548	96
84.0424657534247	80.04045388487027	97
75.572602739726	74.17593625470946	98
88.2561643835616	73.73756829418315	99
72.158904109589	66.9903629645227	100
75.7808219178082	74.179855363883	101
80.8287671232877	78.29725260247699	102
75.1794520547945	82.81848030597303	103
80.1808219178082	75.59737811063262	104
78.986301369863	75.83719135383306	105
72.2095890410959	79.60246465874259	106
78.9657534246575	79.92457311820039	107
83.9095890410959	77.4424048392119	108
77.3616438356164	79.51553572795115	109
79.1082191780822	75.32657854583033	110
74.4616438356164	70.93970470107232	111
69.0452054794521	71.35598999102504	112
77.5369863013699	74.05796263997975	113
67.0835616438356	72.57937229981157	114
80.8643835616438	77.2356820860646	115
56.9643835616438	70.71246969947006	116
76.1753424657534	79.93648744234396	117
68.3068493150685	70.78038450213866	118
75.3452054794521	76.67309441094156	119
75.4452054794521	73.8859013782822	120
65.2424657534247	74.53153573030974	121
78.686301369863	72.44413802226566	122
71.5671232876712	71.88099093441895	123
70.7616438356164	78.10110601081608	124
81.4342465753425	72.94742391268159	125
66.8643835616438	78.55551680553555	126
75.458904109589	67.73590215276505	127
79.2753424657534	74.63778388861155	128
84.2698630136986	73.08325015959629	129
71.172602739726	75.01311839165932	130
82.9561643835616	75.48906118495161	131
77.658904109589	69.58012640256509	132
75.7808219178082	78.37422114812259	133
77.5698630136986	66.34754436364841	134
79.1986301369863	73.01329455394117	135
74.7835616438356	78.05900323415833	136
71.8890410958904	75.40822905652836	137
83.3780821917808	73.0445056238049	138
60.6835616438356	58.46883876999479	139
84.7506849315069	77.05752965386363	140
61.2698630136986	71.43504069052959	141
74.2808219178082	77.84739314830453	142
62.8753424657534	71.3986435043077	143
74.4808219178082	76.82652144283077	144
82.1643835616438	70.29252557020418	145
82.6643835616438	80.0318962030627	146
72.3616438356164	74.60049152176234	147
73.5780821917808	76.54510152282404	148
84.4452054794521	74.49395247761422	149
74.2698630136986	73.41182501487194	150
66.9780821917808	76.47235919231022	151
82.0616438356164	77.72732545583104	152
64.4452054794521	74.51757731256708	153
72.4493150684931	71.9113488375515	154
67.958904109589	66.76154681810098	155
71.6835616438356	71.84538656569154	156
77.872602739726	79.88863287461962	157
70.7671232876712	73.8932422774256	158
83.058904109589	71.75431986887598	159
72.3657534246575	70.38902392425952	160
70.4698630136986	75.43462060921362	161
69.9479452054795	67.40134023548183	162
75.9671232876712	74.84636319746284	163
81.4821917808219	73.27612488764723	164
75.8616438356164	71.37120562542526	165
70.7643835616438	69.65024254537396	166
73.372602739726	77.70993735606278	167
84.3616438356164	75.15579503592554	168
85.5369863013699	78.95382039500423	169
75.0671232876712	72.4804270616878	170
79.2616438356164	71.18399219594326	171
79.386301369863	76.77939138895599	172
61.7808219178082	72.54426963282802	173
70.9232876712329	75.6913847113809	174
61.7808219178082	71.04578325268625	175
74.0095890410959	67.94134288813859	176
62.8698630136986	72.75942947645007	177
80.3534246575342	76.42180100681425	178
63.7506849315068	68.88762220944653	179
68.9616438356164	70.91819232074396	180
76.7671232876712	73.5514646037383	181
72.4479452054795	69.63910562867598	182
65.086301369863	72.19321180656858	183
69.1657534246575	74.82685939508853	184
71.6835616438356	67.38957950979652	185
67.3013698630137	71.07543390036038	186
73.9671232876712	71.72319221090865	187
69.6671232876712	74.5514369603638	188
66.7328767123288	70.97842530682603	189
80.5041095890411	73.5839386068537	190
59.9506849315068	70.73864485458229	191
