mae_mean	mae_single
6.112181015632042	4.913728483819995
3.4435292539504467	4.8331345156627705
5.559201623791215	6.526193444288552
6.090805796792073	5.503799688871595
5.596923875622362	5.211894757268539
6.258529677683849	6.258529677683849
5.590116668587612	5.475643819458658
2.9219138815827157	1.7352886500454237
4.826109208682226	4.313528921090253
5.28051532153052	5.310508621323554
3.460814823757284	3.320404434208939
8.318816834359964	7.7105622587821045
3.657532772425062	4.167961353726706
7.719524061462697	7.311667402356899
2.2714238752850755	2.458275148486147
5.6805358256438865	6.841344218128181
2.9617198197126364	3.4830450140380784
5.1308714047952195	6.014383399177954
7.340040596312943	8.074942212110706
6.570653410086791	6.694753721015654
7.510675825031673	7.425506466082022
7.15470297176433	8.006078028085144
5.497762754716395	6.158195226787389
5.747845228256755	5.333472247880422
2.36668542021557	2.8485577260619124
8.189539986365375	7.866282886312746
8.69734047589968	7.055344802171088
2.4332931443453467	0.8564466976684505
6.488838405940768	6.929435819629821
4.292697567327406	4.345642908837829
4.9778522091758175	6.486505898203585
3.8118420476236756	3.8118420476236756
4.446508952042929	3.9441047819130213
4.257433408878408	3.9855296878981883
4.668632869556167	3.9451777748361914
1.7356454570743456	1.565897061638618
4.286360321473585	5.41938371954743
3.7178766777170487	3.8698927693128646
8.026477469243389	8.768648899894254
2.960370529616123	2.1445153368838796
6.239171452080171	5.5434098065802955
3.9803222969210403	3.4962494239183237
3.7462525931450537	3.4965251244669417
6.167685872221971	6.320733618855968
4.61827375584006	6.9390166511311735
1.5227656163316727	1.903563751598649
9.786718282051899	9.068755157413031
3.98078012054003	3.8677955823162784
5.876214066955778	5.97263795136134
4.972351225979726	4.631411488451444
5.626596168157836	4.550592218180403
6.532419654247907	5.891462054518793
1.1467480073475163	1.2113053993836285
3.283069801020673	3.351339864219682
3.6439927464116693	3.2098955631985953
3.324625865072406	3.5051936918112716
7.433767406909989	7.625642097398824
5.856217309886702	6.444704307459247
4.762236430859805	4.738152854131319
8.795320135464122	8.716604418264161
4.91594538826709	5.387854929087543
1.6171043817970723	2.0106294618863623
4.022416979056781	3.785710114298297
5.9367541540974855	6.602932795463071
7.9824008718584025	7.57473287102557
2.769397034090858	2.769397034090858
4.797105787933802	4.860521620935255
7.822393595083692	8.656792595763832
6.941455257516746	6.860541736127246
3.5188312428559336	3.7396067274604405
2.8190985830366535	3.377037200123354
5.569604230724849	5.914609137997729
5.13727430921891	4.655236892727653
2.4950191195320173	1.918864642873686
5.916004180887289	9.579082946332656
5.156338790231378	5.165067487936042
5.003297922789732	4.900791693465824
3.868863513545923	3.89335860264066
6.601336282551107	6.413156708574391
5.42847162636789	5.192933531456792
1.6395658072531631	1.6489020024062644
2.0259852066976123	2.8066805340321443
6.8410120747598855	7.671270616880953
3.5206143271928547	1.8415879107331534
4.2536914005188775	4.394363610732188
2.112677017923872	2.263418413780267
6.664147630731733	5.0831488456141996
8.804940512473422	8.955696468543968
3.990292085509651	3.8496383070553484
8.562666584863907	8.282998623044167
6.0765862728069395	4.6132903497707884
3.7383155978120945	3.4954255092496567
5.281268294545981	4.780491755115283
3.8170534045853137	3.5899906195857105
2.854900426972909	2.872985219302587
9.11222919631455	9.051802191418565
2.5576324727358233	2.3363606939113737
5.858320311975679	5.979576278422361
4.653320868519212	4.1201990065343965
6.707292956253892	6.955173732177767
5.3464387482506295	5.281564674221741
5.448280267959028	5.17192324481389
4.4463150965232545	4.496997900021337
6.935213734932442	4.9266563255777385
10.07364203007558	11.087083643902455
5.010167865490904	5.367410324272915
7.176060274065786	8.352416855788903
3.4204104356420593	3.4366705474998347
2.2803684020071153	3.236012759274286
5.547830349970198	4.51944458195229
5.825574662065932	6.502196646988845
5.108559028519522	3.9908090772259848
3.306992137143259	3.456235647498479
5.160147050478557	5.579993170763994
4.318018587744414	3.5246738571294194
7.321596027416821	9.076006350138826
4.084273531998112	3.965810796107595
1.139858357277627	1.884985891238775
6.612329070076664	7.838391244021153
4.498836206968463	5.220903485832788
9.392758611439106	9.90829035898652
7.461888396031696	7.621692637108694
4.51677576872635	4.791085197630932
3.229881383427719	2.4110002540194366
5.14229873477187	6.029663167392887
6.880720753193397	7.821243888941415
5.760859492100285	4.660235658774084
4.9189673879997144	4.582613592353472
7.129261283634392	8.445246799801419
5.061323573444369	5.63326185987368
3.0884676921933334	2.921166528428401
4.142265193066564	3.227952083868047
6.993095559761623	7.38224531935595
1.870907668252073	2.0100713564403065
3.4667646147671056	3.500777943397509
5.9591889082981835	5.828787443385508
3.707557516187137	2.926763330270925
7.1223799212289975	6.923983092063902
1.14353166295714	1.4688751720539888
4.474368710686477	4.474368710686477
4.345053072284036	4.642869150613436
4.230837890736562	3.2381992385593414
3.2899124143411833	2.6499867477738284
5.995751037164903	4.813549918020466
5.0162045009592235	5.141505816173937
7.923932046218087	8.371061095549338
7.184752965973061	7.882941106569987
5.140024445652894	5.2331726027112255
4.681723008719419	4.980143059878711
8.952109049672467	9.373998106661455
2.9508809125901934	2.3861652004104266
6.680876864699779	6.101669248197102
5.527568306388886	5.981608290727361
6.72177266364216	7.049959541638823
5.472120902125982	4.888251949664817
6.40078827410634	5.808223762698458
2.8273644230251307	2.4380166316079794
3.3705467054874703	3.306816332588222
4.643780940529986	4.882743198625039
6.899470780129422	6.616792595579433
6.242776899853642	6.184388933056572
9.080656313666358	9.506188301925278
1.8512434716008244	1.9281836473849883
3.8363810902290822	5.5992652502045575
4.680721422432957	4.808459762894884
5.5952263443960915	4.5975605356732245
3.260959579133759	3.0838969593431216
5.460678909257791	4.535653651627723
3.8940645702347467	3.09664292975666
4.809727330441279	4.236619565057507
6.552851272025651	7.078637392285114
