y	y_hat	y_index
69.9835616438356	76.20745254500386	0
72.5561643835616	74.02704347238492	1
71.3616438356164	71.51161353773954	2
75.8780821917808	76.90350090271309	3
71.2671232876712	74.61282065870861	4
61.0808219178082	71.58984849023634	5
70.3369863013699	73.6460029598042	6
66.4616438356164	73.94122251656349	7
75.8643835616438	74.75158052841225	8
69.1876712328767	70.83569288072387	9
77.5616438356164	74.92850040725077	10
59.7616438356164	68.26769547003605	11
64.9753424657534	72.95313897185596	12
74.3616438356164	74.95216343508622	13
64.4315068493151	72.49577065196024	14
56.4835616438356	72.65260695956923	15
79.4849315068493	72.63306733671203	16
73.6328767123288	73.45623706257022	17
84.5356164383562	70.53661662108486	18
69.3849315068493	74.08369922789153	19
71.1561643835616	74.73939924014442	20
81.0643835616438	73.47750726019459	21
79.0342465753425	73.36355120799006	22
71.7452054794521	74.12132448940311	23
70.1068493150685	71.90803300176626	24
85.2808219178082	76.22942241575635	25
77.3808219178082	72.2667135288072	26
74.8452054794521	75.0017355129382	27
57.6315068493151	72.67621613347119	28
71.5794520547945	74.2090092636018	29
69.5534246575342	78.56559342175846	30
71.3808219178082	72.22330049672354	31
60.6616438356164	80.10684378523713	32
75.8890410958904	78.592449873529	33
85.7260273972603	70.27647623434233	34
75.7424657534247	70.33063123281278	35
65.2657534246575	74.56555640050932	36
77.6616438356164	73.31876163208207	37
67.958904109589	71.35555351860224	38
78.6	70.84035861458065	39
85.3780821917808	75.27578700962972	40
72.2452054794521	75.13171451297852	41
67.9479452054795	74.94145529940417	42
70.086301369863	71.60278077716052	43
82.17005428820563	72.37565307038935	44
64.7698630136986	74.70007316967154	45
77.7643835616438	71.43827588765079	46
60.7616438356164	72.07074454663241	47
67.9671232876712	74.55989858291173	48
84.1506849315069	73.23859489535653	49
67.5671232876712	70.89433649049694	50
86.3630136986301	73.95886659646949	51
82.672602739726	70.89129224974619	52
71.6808219178082	72.62902754936601	53
63.0808219178082	70.63960254357366	54
61.558904109589	70.98605881046689	55
61.9958904109589	72.13753026522309	56
72.7013698630137	71.15758140567722	57
77.8342465753425	72.41307222360084	58
79.7643835616438	76.71409298110959	59
66.4260273972603	72.74262217359279	60
63.7506849315068	72.8556722852543	61
62.258904109589	71.99035351058386	62
89.5835616438356	80.9954942741418	63
67.7328767123288	73.57917348589723	64
61.5369863013699	73.87072741869511	65
79.8520547945206	77.51060285293482	66
90.2561643835616	72.03730095641312	67
71.058904109589	74.58731157192716	68
65.8616438356164	74.81937537649385	69
73.2753424657534	74.11921133811217	70
79.3780821917808	72.53254289558055	71
71.727397260274	72.85987565334216	72
71.8561643835616	69.76828491282808	73
66.3780821917808	73.11758878735041	74
68.0479452054795	70.59086836174899	75
81.6397260273973	73.48926987453359	76
68.2753424657534	73.4762641991243	77
72.1260273972603	73.04039798788136	78
82.5109589041096	75.63315701363344	79
60.6205479452055	69.05318260790598	80
71.9671232876712	71.62982574881629	81
69.7095890410959	77.23461320936892	82
69.2260273972603	71.5561881723642	83
75.2835616438356	72.11771033481038	84
75.2424657534247	68.98722186812225	85
74.1780821917808	72.19786646258112	86
63.9821917808219	70.62067729028426	87
78.2808219178082	73.38047113548578	88
65.772602739726	71.58189677919026	89
72.63989854950165	74.26305720959668	90
82.0780821917808	74.03399857047725	91
78.1698630136986	74.6603379135269	92
83.8205479452055	78.5408828075106	93
75.0342465753425	73.59965554724499	94
77.4808219178082	75.50793992210575	95
73.9808219178082	71.08938980765768	96
84.0424657534247	73.23945979136577	97
75.572602739726	75.65413333608105	98
88.2561643835616	73.51050310405275	99
72.158904109589	68.87045122569936	100
75.7808219178082	73.49009778498306	101
80.8287671232877	75.59043007852704	102
75.1794520547945	75.23165532664132	103
80.1808219178082	74.06043145654607	104
78.986301369863	76.43516656190887	105
72.2095890410959	73.28548086617691	106
78.9657534246575	72.76845908365569	107
83.9095890410959	77.33216469957574	108
77.3616438356164	72.49917908315359	109
79.1082191780822	69.74324250601123	110
74.4616438356164	72.12714274286239	111
69.0452054794521	74.09716169912534	112
77.5369863013699	77.06052915209781	113
67.0835616438356	71.94211762137967	114
80.8643835616438	72.52541571365126	115
56.9643835616438	71.92637053946132	116
76.1753424657534	77.35406916817651	117
68.3068493150685	76.09914075084109	118
75.3452054794521	73.01013849699997	119
75.4452054794521	73.25140834908959	120
65.2424657534247	72.32873185053207	121
78.686301369863	72.80339105025489	122
71.5671232876712	70.55330942581074	123
70.7616438356164	74.40379750195217	124
81.4342465753425	70.19903338486056	125
66.8643835616438	72.23389776371206	126
75.458904109589	73.85643033587719	127
79.2753424657534	75.26985711644338	128
84.2698630136986	78.17447799002045	129
71.172602739726	72.48056715297602	130
82.9561643835616	71.5473145227566	131
77.658904109589	74.37072974169979	132
75.7808219178082	74.20627391151223	133
77.5698630136986	72.71880640728071	134
79.1986301369863	76.6973209740124	135
74.7835616438356	75.66491715078108	136
71.8890410958904	72.5513418440525	137
83.3780821917808	69.63010897191714	138
60.6835616438356	73.10142627107344	139
84.7506849315069	72.05880646795256	140
61.2698630136986	71.40175687217801	141
74.2808219178082	77.57003282834854	142
62.8753424657534	73.04108074190853	143
74.4808219178082	75.84255925968067	144
82.1643835616438	70.71800369899245	145
82.6643835616438	75.8473108129838	146
72.3616438356164	72.96004867492799	147
73.5780821917808	74.64001277388655	148
84.4452054794521	77.88666283770607	149
74.2698630136986	74.93240676699818	150
66.9780821917808	73.26730172464583	151
82.0616438356164	70.60553291567118	152
64.4452054794521	76.31641197625417	153
72.4493150684931	73.14890881055636	154
67.958904109589	72.63229466257197	155
71.6835616438356	70.73132546682673	156
77.872602739726	78.56374398809187	157
70.7671232876712	70.2621738669177	158
83.058904109589	74.78693910180749	159
72.3657534246575	71.97680155564775	160
70.4698630136986	73.84797000001812	161
69.9479452054795	73.17858352580684	162
75.9671232876712	76.04167392921966	163
81.4821917808219	74.84002499530634	164
75.8616438356164	72.64829949613016	165
70.7643835616438	68.75779377483266	166
73.372602739726	73.69595813224548	167
84.3616438356164	72.74367789684831	168
85.5369863013699	75.27983244469021	169
75.0671232876712	74.10605560136054	170
79.2616438356164	72.26939554025836	171
79.386301369863	79.73587438227338	172
61.7808219178082	71.31015624270373	173
70.9232876712329	70.94751247239374	174
61.7808219178082	68.55641750807521	175
74.0095890410959	78.59015194259557	176
62.8698630136986	69.0098287055741	177
80.3534246575342	72.30741105831295	178
63.7506849315068	74.60468373304558	179
68.9616438356164	75.529307984978	180
76.7671232876712	75.39555368560461	181
72.4479452054795	68.94944140904593	182
65.086301369863	72.17274987721441	183
69.1657534246575	73.9184666151818	184
71.6835616438356	70.79034133840342	185
67.3013698630137	73.35829910906293	186
73.9671232876712	75.04040204143907	187
69.6671232876712	74.38031985869577	188
66.7328767123288	72.52074434719424	189
80.5041095890411	72.35609245700296	190
59.9506849315068	70.28432634043418	191
80.8671232876712	68.97771710199697	192
72.1698630136986	74.1360113281061	193
77.9698630136986	73.39366555939966	194
77.1260273972603	74.40155857220866	195
70.1260273972603	70.45899706130606	196
81.5424657534247	72.98653114146458	197
