Analytes
X10447.18
X10507.166
X10557.6
X10572.65
X10620.21
X10624.45
X10667.78
X10710.23
X10753.31
X10767.52
X10785.8
X10817.26
X11071.1
X11162.37
X11179.7
X11260.47
X11456.2
X12576.21
X12711.19
X12743.18
X12748.6
X12793.4
X12800.5
X12838.28
X13056.18
X13374.4
X13405.61
X13412.5
X13429.3
X13439.6
X13517.3
X13549.15
X13699.6
X13958.5
X13984.23
X14085.28
X14178.18
X14192.31
X15301.24
X16309.30
X17366.6
X18203.9
X18205.123
X18242.8
X18268.5
X18405.117
X18866.8
X18898.36
X19139.3
X19317.114
X20068.61
X20075.130
X20133.1
X20381.21
X20428.5
X20447.11
X20543.19
X20549.1
X20922.4
X20942.4
X20946.41
X21106.206
X21164.83
X21191.24
X21232.39
X21526.88
X21849.2
X22089.13
X22094.15
X22099.1
X22369.12
X22402.12
X22484.17
X22784.4
X22786.57
X22787.39
X22788.10
X22799.17
X22801.83
X22991.9
X23210.4
X23270.14
X23342.4
X23365.7
X23375.4
X23382.30
X23405.33
X23426.1
X23564.83
X23579.3
X23586.32
X23591.9
X23596.17
X23632.22
X23648.36
X24422.36
X24465.28
X24479.25
X24497.8
X24667.27
X24669.12
X24688.9
X25217.35
X25225.14
X25249.33
X25419.59
X25453.57
X25951.17
X2833.20
X3072.4
X3414.40
X3644.5
X3741.4
X4330.4
X4389.2
X5611.56
X5617.41
X5643.2
X5653.23
X5689.1
X5726.49
X5762.35
X5763.67
X5765.53
X6228.58
X6360.7
X6368.9
X6372.7
X6377.54
X6399.52
X6411.58
X6424.2
X6494.60
X6556.5
X6907.17
X6931.10
X7046.6
X7066.199
X7097.8
X7106.37
X7147.35
X7740.33
X7742.11
X7767.1
X7782.34
X7809.22
X7827.20
X7873.32
X7967.38
X7969.163
X7991.54
X8004.15
X8033.1
X8048.9
X8065.245
X8076.4
X8079.39
X8315.5
X8334.65
X8340.9
X8347.222
X8386.11
X8389.8
X8391.12
X8468.19
X8520.8
X8635.283
X8773.172
X8852.10
X8897.3
X8980.19
X9022.49
X9082.25
X9282.12
X9306.7
X9332.6
X9345.436
X9363.11
X9475.22
X9524.46
X9536.16
X9606.4
X9828.86
X9955.40
X9991.112
